4.149351732335596066e-01, 4.733080438380453669e-01, -1.385274890034366158e-01, 2.730104577212076888e-01, 9.718488959940239091e-01, 5.402492619729846179e-01
6.634369494550698132e-01, -3.756245620206891123e-02, -3.450217828696138800e-01, 1.113230221030297867e-01, 7.975816410672831314e-01, 4.364395863816683541e-02
-8.474121185598596506e-01, -8.249655218279198232e-01, -1.229298980054228940e-01, -1.667574084729379624e-01, 8.107171901416068138e-01, -4.202751173119145811e-01
-1.998224675858240318e-01, -2.491667689321187540e-01, -1.126160137139761375e+00, -7.209802551651042224e-01, -5.609611310949423890e-01, 6.754869385762938272e-01
-7.657405964301391421e-01, 2.460863253659345273e-01, -3.528114356494411741e-01, 9.818649096071835336e-01, 1.472113123548734748e-01, -6.193216382593953462e-01
3.440471786008928150e-03, -8.775527034700315587e-01, 3.084809941960142132e-01, 9.589501617396904987e-01, 2.366735743344611231e-01, 7.672131376777826528e-01
-6.230932823954521416e-01, -1.320644874374098943e-01, 2.514067562649963672e-01, -1.243047544737000965e-01, -6.926962498410726976e-01, -3.325518221510494477e-01
3.316813961439056824e-01, -5.072205923784112169e-01, -2.937673795643484520e-01, 7.598314504577595718e-01, 1.825646572928771860e-01, 8.313330914339944755e-02
6.546864351835518514e-01, 9.190331997137156650e-01, 3.259917160696550464e-01, 1.980907633650380497e-03, -7.839051103666432319e-01, 5.302580310168483191e-01
2.925536781229144401e-01, -4.256656640299478211e-01, 7.970628275475077906e-01, -9.186393966629236019e-01, -5.099312385614492849e-01, 4.748900671774166637e-01
-1.187753989988156844e+00, 1.654669968585889661e+00, 2.889542795223486671e+00, -1.972316925418948319e+00, -1.703781268646865910e-01, -3.186114047701082530e+00
